organ,seq_id,target_name,target_full_name,gene_symbol,entrez_gene_id,hgnc_id,selected_models,model_count,mean_nonzero_coefficient,coefficient_direction,model_family,source_commit
Liver,16561-9,Alpha-1B-glycoprotein,Alpha-1B-glycoprotein,A1BG,1,HGNC:5,56,500,0.11037566202740046,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,12423-38,A1CF,APOBEC1 complementation factor,A1CF,29974,HGNC:24086,150,500,-0.16175175135552025,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,8935-22,MRP6,Multidrug resistance-associated protein 6,ABCC6,368,HGNC:57,127,500,0.11330153823101934,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,3280-49,Aggrecan,Aggrecan core protein,ACAN,176,HGNC:319,184,500,0.2291175698573881,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13563-259,ACBD7,Acyl-CoA-binding domain-containing protein 7,ACBD7,414149,HGNC:17715,145,500,-0.06988473349661696,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6586-19,ADA11,Disintegrin and metalloproteinase domain-containing protein 11,ADAM11,4185,HGNC:189,215,500,0.1749100793376926,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7933-75,ADA22,Disintegrin and metalloproteinase domain-containing protein 22,ADAM22,53616,HGNC:201,168,500,-0.17243400505036138,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,9115-78,ADEC1,ADAM DEC1,ADAMDEC1,27299,HGNC:16299,415,500,0.4363418981558979,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8285-64,PACA,Pituitary adenylate cyclase-activating polypeptide,ADCYAP1,116,HGNC:241,215,500,-0.17838482826768853,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8446-4,PACAP-27,Pituitary adenylate cyclase-activating polypeptide 27,ADCYAP1,116,HGNC:241,129,500,0.14247298315569745,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8450-36,PACAP-38,Pituitary adenylate cyclase-activating polypeptide 38,ADCYAP1,116,HGNC:241,190,500,0.15006826844101415,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4546-27,EMR2,Adhesion G protein-coupled receptor E2,ADGRE2,30817,HGNC:3337,500,500,0.9420685612517196,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,17396-23,ADH1A,Alcohol dehydrogenase 1A,ADH1A,124,HGNC:249,28,500,0.22798208151624447,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,8325-37,ADH4,Alcohol dehydrogenase 4,ADH4,127,HGNC:252,484,500,-0.5961006094177229,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18206-18,ADH6,Alcohol dehydrogenase 6,ADH6,130,HGNC:255,495,500,-0.6282361014154532,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Adipose,3554-24,Adiponectin,Adiponectin,ADIPOQ,9370,HGNC:13633,500,500,1.0996048504584242,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,13998-26,PURA1,Adenylosuccinate synthetase isozyme 1,ADSS1,122622,HGNC:20093,398,500,-0.31003448409843637,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4763-31,Afamin,Afamin,AFM,173,HGNC:316,168,500,0.2045825351267201,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14291-53,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",AGAP2,116986,HGNC:16921,496,500,-0.5515795230543253,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,4125-52,sRAGE,"Advanced glycosylation end product-specific receptor, soluble",AGER,177,HGNC:320,49,500,-0.14320122629267767,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3484-60,Angiotensinogen,Angiotensinogen,AGT,183,HGNC:333,401,500,0.28249757505221307,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3581-53,a2-HS-Glycoprotein,Alpha-2-HS-glycoprotein,AHSG,197,HGNC:349,500,500,-0.886262286977563,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2849-49,AIF1,Allograft inflammatory factor 1,AIF1,199,HGNC:352,27,500,-0.05580146245704847,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13613-23,Adenylate kinase isoenzyme 5,Adenylate kinase isoenzyme 5,AK5,26289,HGNC:365,147,500,0.12574482590829072,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18397-5,AK1C4,Aldo-keto reductase family 1 member C4,AKR1C4,1109,HGNC:387,23,500,0.11983431171855707,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18398-1,AK1D1,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,6718,HGNC:388,158,500,0.1970708974068442,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18380-78,Albumin,Serum albumin,ALB,213,HGNC:399,414,500,0.31818877344922686,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9876-20,aldolase C,Fructose-bisphosphate aldolase C,ALDOC,230,HGNC:418,500,500,-2.454687908259787,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,17441-4,"Alkaline phosphatase, intestine",Intestinal-type alkaline phosphatase,ALPI,248,HGNC:437,157,500,0.20356177786195973,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,16926-44,"Alkaline phosphatase, liver","Alkaline phosphatase, tissue-nonspecific isozyme",ALPL,249,HGNC:438,25,500,0.05899868961480861,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,7813-6,"Alkaline phosphatase, placental","Alkaline phosphatase, placental type",ALPP,250,HGNC:439,55,500,-0.14588676830566216,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15453-3,a1-Microglobulin,Alpha-1-microglobulin,AMBP,259,HGNC:453,396,500,0.29386804688128043,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,7918-114,"Amylase, alpha 1A",Alpha-amylase 1,AMY1A,276,HGNC:474,469,500,0.4440056614039165,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,18917-53,Pancreatic alpha-amylase,Pancreatic alpha-amylase,AMY2A,279,HGNC:477,12,500,0.08030800480954871,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,15556-49,Alpha-amylase 2B,Alpha-amylase 2B,AMY2B,280,HGNC:478,151,500,0.2902542933884728,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4874-3,Angiogenin,Angiogenin,ANG,283,HGNC:483,361,500,-0.314591999103748,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,10391-1,ANGL3,Angiopoietin-related protein 3,ANGPTL3,27329,HGNC:491,89,500,0.11773635621652433,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6371-50,ANGL7,Angiopoietin-related protein 7,ANGPTL7,10218,HGNC:24078,127,500,0.011095405949473768,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,7183-102,TD26,Angiopoietin-like protein 8,ANGPTL8,55908,HGNC:24933,38,500,0.044927969476461445,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,15361-37,ANKR1,Ankyrin repeat domain-containing protein 1,ANKRD1,27063,HGNC:15819,4,500,-0.08312588927527943,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,17835-28,ANX13,Annexin A13,ANXA13,312,HGNC:536,312,500,-0.25439780596130135,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2474-54,SAP,Serum amyloid P-component,APCS,325,HGNC:584,337,500,-0.2859514782677259,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7210-25,Amyloid-like protein 1,Amyloid-like protein 1,APLP1,333,HGNC:597,262,500,-0.28508110704592965,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2750-3,Apo A-I,Apolipoprotein A-I,APOA1,335,HGNC:600,27,500,-0.043092564400287935,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,7127-3,Apo A-II,Apolipoprotein A-II,APOA2,336,HGNC:601,56,500,0.11561635082798678,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,17685-9,Apo A-IV,Apolipoprotein A-IV,APOA4,337,HGNC:602,469,500,-0.5429924823611995,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15363-32,Apo A-V,Apolipoprotein A-V,APOA5,116519,HGNC:17288,133,500,0.1521922971840177,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15364-101,Apo C-I,Apolipoprotein C-I,APOC1,341,HGNC:607,125,500,-0.1981306699974601,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6350-43,Apo C-II,Apolipoprotein C-II,APOC2,344,HGNC:609,91,500,0.09407555433947055,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6461-54,Apo C-III,Apolipoprotein C-III,APOC3,345,HGNC:610,38,500,0.0956698874296752,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,4712-28,Apo D,Apolipoprotein D,APOD,347,HGNC:612,41,500,-0.1817125847051336,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,12370-30,Apo F,Apolipoprotein F,APOF,319,HGNC:615,497,500,0.8698108773215535,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11363-58,AQP4,Aquaporin-4,AQP4,361,HGNC:637,165,500,0.1326510774459483,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12807-89,RHG30,Rho GTPase-activating protein 30,ARHGAP30,257106,HGNC:27414,148,500,-0.1467482020970987,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9846-32,Rho-GDI beta,Rho GDP-dissociation inhibitor 2,ARHGDIB,397,HGNC:679,2,500,0.3386426554189489,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12433-8,ARL11,ADP-ribosylation factor-like protein 11,ARL11,115761,HGNC:24046,57,500,-0.07772987863418426,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12860-7,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,ARPP21,10777,HGNC:16968,192,500,0.13703168345283906,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,5452-71,ASGR1,Asialoglycoprotein receptor 1,ASGR1,432,HGNC:742,13,500,0.10039132141402983,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,9474-22,ASGR2,Asialoglycoprotein receptor 2,ASGR2,433,HGNC:743,38,500,0.007247815432244141,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,11241-8,ARLY,Argininosuccinate lyase,ASL,435,HGNC:746,462,500,-0.5479394176400217,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7218-87,AT1B2,Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,482,HGNC:805,357,500,-0.37091217232653917,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,9933-49,AT1B4,Protein ATP1B4,ATP1B4,23439,HGNC:808,28,500,0.07352610847906373,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,14713-46,Azurocidin,Azurocidin,AZU1,566,HGNC:913,163,500,0.15914545659504342,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8976-13,B4GN1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GALNT1,2583,HGNC:4117,87,500,0.04330181487117301,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3461-58,PGCB,Brevican core protein,BCAN,63827,HGNC:23059,379,500,-0.3170861996885136,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,3284-75,BGN,Biglycan,BGN,633,HGNC:1044,63,500,0.16533198006593802,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,9574-11,BIN1,Myc box-dependent-interacting protein 1,BIN1,274,HGNC:1052,76,500,-0.13610971131238747,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15412-40,KIAP,Baculoviral IAP repeat-containing protein 7,BIRC7,79444,HGNC:13702,91,500,-0.06815343120626598,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15504-39,Livin B,Baculoviral IAP repeat-containing protein 7 Isoform beta,BIRC7,79444,HGNC:13702,129,500,-0.09758637160117668,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,3587-53,BMP10,Bone morphogenetic protein 10,BMP10,27302,HGNC:20869,3,500,-0.09007696596539189,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15668-19,BMP-8,Bone morphogenetic protein 8B,BMP8B,656,HGNC:1075,178,500,0.3169383203886752,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4535-50,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,BST1,683,HGNC:1118,228,500,-0.18158716024723762,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,10848-137,BTNL3,Butyrophilin-like protein 3,BTNL3,10917,HGNC:1143,107,500,0.043851287032912745,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11116-16,CK087,Uncharacterized protein C11orf87,C11orf87,399947,HGNC:33788,297,500,-0.20600121341885227,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12394-53,CP054,Transmembrane protein C16orf54,C16orf54,283897,HGNC:26649,75,500,0.07192803905028515,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,6571-75,CQ078:N-term,Uncharacterized protein C17orf78:N-term,C17orf78,284099,HGNC:26831,133,500,0.08035824325220724,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,14100-63,C1QC,Complement C1q subcomponent subunit C,C1QC,714,HGNC:1245,209,500,-0.1767929777112246,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15670-15,C1QL2,Complement C1q-like protein 2,C1QL2,165257,HGNC:24181,376,500,-0.282104500091059,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6896-3,CA162,Transmembrane protein C1orf162,C1orf162,128346,HGNC:28344,58,500,0.164867654767198,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3186-2,C2,Complement C2,C2,717,HGNC:1248,21,500,-0.0905197562448175,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,9449-150,C4b-binding protein alpha chain,C4b-binding protein alpha chain,C4BPA,722,HGNC:1325,89,500,0.19229441676480827,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,7155-46,C4b-binding protein beta chain,C4b-binding protein beta chain,C4BPB,725,HGNC:1328,163,500,0.16424032422940396,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2381-52,C5,Complement C5,C5,727,HGNC:1331,416,500,0.4571494757749765,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2851-63,C5a,C5a anaphylatoxin,C5,727,HGNC:1331,82,500,-0.15943888962969532,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,14708-59,CO8G,Complement component C8 gamma chain,C8G,733,HGNC:1354,111,500,-0.19825138460125527,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3060-43,C9,Complement component C9,C9,735,HGNC:1358,275,500,0.24385136303707922,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13666-222,Carbonic Anhydrase X,Carbonic anhydrase-related protein 10,CA10,56934,HGNC:1369,500,500,-0.7737205222144639,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8859-51,CAH11,Carbonic anhydrase-related protein 11,CA11,770,HGNC:1370,457,500,0.4095520148388505,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,3799-11,Carbonic anhydrase III,Carbonic anhydrase 3,CA3,761,HGNC:1374,500,500,3.9643150101768456,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,8791-151,Carbonic Anhydrase VA,"Carbonic anhydrase 5A, mitochondrial",CA5A,763,HGNC:1377,97,500,0.07191703628354688,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,3356-50,Carbonic anhydrase VII,Carbonic anhydrase 7,CA7,766,HGNC:1381,201,500,0.1784884201694367,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7104-71,CABP7,Calcium-binding protein 7,CABP7,164633,HGNC:20834,156,500,-0.12739887003189737,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11130-158,CACB4,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,785,HGNC:1404,247,500,-0.21818896222759407,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,16907-3,Nectin-like protein 3,Cell adhesion molecule 2,CADM2,253559,HGNC:29849,80,500,-0.23570967214846578,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3630-27,Nectin-like protein 1,Cell adhesion molecule 3,CADM3,57863,HGNC:17601,360,500,-0.22683623174737258,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10933-107,CABP8,Calcium-binding protein 8,CALN1,83698,HGNC:13248,106,500,0.14715729277840334,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3350-53,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK2A,815,HGNC:1460,14,500,-0.059662880268980194,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3351-1,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,816,HGNC:1461,32,500,-0.13338827870256184,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,18904-23,KCC4,Calcium/calmodulin-dependent protein kinase type IV,CAMK4,814,HGNC:1464,170,500,-0.1321901264410569,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15481-45,LL-37,Antibacterial protein LL-37,CAMP,820,HGNC:1472,109,500,-0.10164643134850618,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9384-17,Cathelicidin peptide,Cathelicidin antimicrobial peptide,CAMP,820,HGNC:1472,38,500,-0.041726622481647886,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5743-82,CART,Cocaine- and amphetamine-regulated transcript protein,CARTPT,9607,HGNC:24323,160,500,-0.05177899437530248,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,11263-57,CASQ1,Calsequestrin-1,CASQ1,844,HGNC:1512,498,500,-0.7526415329580067,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9313-27,CBLN1,Cerebellin-1,CBLN1,869,HGNC:1543,266,500,0.186587610115673,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6918-183,CCKN,Cholecystokinin,CCK,885,HGNC:1569,434,500,0.3562732592127442,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4913-78,HCC-4,C-C motif chemokine 16,CCL16,6360,HGNC:10614,37,500,0.03737904143494984,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,3044-3,PARC,C-C motif chemokine 18,CCL18,6362,HGNC:10616,500,500,1.9205443378848914,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,2705-5,TECK,C-C motif chemokine 25,CCL25,6370,HGNC:10624,500,500,-1.5461738666521614,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5480-49,RANTES,C-C motif chemokine 5,CCL5,6352,HGNC:10632,171,500,-0.19458758215328384,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13116-25,CD177,CD177 antigen,CD177,57126,HGNC:30072,227,500,0.15506576838505415,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5063-12,CD244,Natural killer cell receptor 2B4,CD244,51744,HGNC:18171,14,500,-0.0325159453477656,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15567-2,CD3-zeta,T-cell surface glycoprotein CD3 zeta chain,CD247,919,HGNC:1677,52,500,-0.053116538414367885,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5630-48,CM35H,CMRF35-like molecule 8,CD300A,11314,HGNC:19319,499,500,0.8311484955769427,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10713-151,CLM7,CMRF35-like molecule 7,CD300LB,124599,HGNC:30811,54,500,-0.012007205464646401,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3293-2,CD5L,CD5 antigen-like,CD5L,922,HGNC:1690,498,500,0.6470720421316561,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12008-3,CD7,T-cell antigen CD7,CD7,924,HGNC:1695,191,500,-0.22248976774995474,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,7009-8,CD72,B-cell differentiation antigen CD72,CD72,971,HGNC:1696,164,500,0.16032307402268967,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15462-28,CD8A,T-cell surface glycoprotein CD8 alpha chain,CD8A,925,HGNC:1706,500,500,-1.6262904656263348,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,16613-3,CAD17,Cadherin-17,CDH17,1015,HGNC:1756,371,500,-0.3262675146242659,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7959-34,CADH7,Cadherin-7,CDH7,1005,HGNC:1766,167,500,-0.17318808204820046,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,9962-1,MUCDL,Cadherin-related family member 5,CDHR5,53841,HGNC:7521,489,500,-0.6082352620958724,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,10453-7,CEA20,Carcinoembryonic antigen-related cell adhesion molecule 20,CEACAM20,125931,HGNC:24879,132,500,0.0949995637703997,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,7204-1,CEA21,Carcinoembryonic antigen-related cell adhesion molecule 21,CEACAM21,90273,HGNC:28834,46,500,-0.0980393320665464,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8999-19,CEAM3,Carcinoembryonic antigen-related cell adhesion molecule 3,CEACAM3,1084,HGNC:1815,186,500,0.1920183177585385,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10910-6,CEAM4,Carcinoembryonic antigen-related cell adhesion molecule 4,CEACAM4,1089,HGNC:1816,344,500,-0.25011482170095967,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,7184-13,CEAM7,Carcinoembryonic antigen-related cell adhesion molecule 7,CEACAM7,1087,HGNC:1819,81,500,-0.08640667909687684,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,18873-8,CEAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,CEACAM8,1088,HGNC:1820,211,500,0.18125367101057047,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,9796-4,CEL,Bile salt-activated lipase,CEL,,HGNC:1848,208,500,-0.20136065140817722,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
